,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,labels
10,-1.45,-1.3,-1.44,-1.0,-1.28,-1.28,-0.58,-1.0,-0.88,-1.28,-1.28,-1.28,-2.24,-1.3,-0.88,-1.0,-1.44,-1.3,-0.88,-0.58,-0.88,-1.28,-2.24,-1.3,-1.0,-1.45,-1.45,-1.0,-1.0,-1.3,-1.84,-1.84,-2.27,-1.84,-1.28,-1.44,-2.27,-2.24,-1.84,-1.84,-2.27,-1.84,-1.84,-1.28,-1.0,-1.0,-1.0,-1.0,-1.0,-1.28,-1.45,-0.88,-1.0,-1.44,-1.44,-1.0,-1.0,-1.0,-1.28,-1.45,-1.3,-2.27,-2.24,-1.44,-0.58,-1.45,-1.45,-1.0,-1.0,-1.45,-1.28,-1.28,-1.45,-1.3,-1.44,-1.0,-1.0,-1.0,-1.0,-1.0,5
11,-1.84,-1.28,-0.58,-1.0,-1.0,-1.3,-1.84,-1.3,-0.88,-1.0,-0.58,-1.0,-1.0,-0.88,-1.28,-1.28,-1.0,-1.0,-1.0,-1.44,-2.27,-2.24,-1.44,-1.44,-2.27,-1.45,-1.45,-1.28,-0.58,-1.45,-1.45,-1.45,-1.28,-1.44,-1.44,-1.28,-1.45,-1.0,-0.88,-1.28,-1.45,-1.3,-1.3,-1.45,-1.45,-1.0,-1.0,-0.88,-1.44,-1.3,-1.45,-1.28,-0.58,-0.88,-0.58,-0.88,-1.44,-1.84,-1.84,-1.84,-2.27,-1.45,-1.0,-1.45,-1.84,-1.84,-2.24,-2.27,-1.28,-1.44,-1.44,-1.0,-1.44,-2.27,-1.84,-1.84,-1.28,-0.58,-1.0,-1.0,5
12,-1.45,-1.28,-1.0,-1.0,-1.0,-0.58,-0.88,-1.0,-0.58,-1.0,-1.45,-1.28,-1.28,-1.45,-1.3,-2.27,-1.45,-0.88,-1.0,-0.58,-0.88,-1.0,-1.0,-1.0,-1.0,-0.58,-1.0,-1.0,-1.45,-1.45,-0.88,-1.28,-1.45,-1.0,-1.0,-1.45,-1.84,-1.45,-1.45,-1.28,-1.0,-0.58,-1.0,-0.88,-1.0,-0.58,-0.88,-1.0,-0.58,-1.0,-1.45,-1.45,-1.0,-1.0,-1.0,-0.88,-1.28,-2.24,-2.27,-1.45,-1.0,-1.3,-1.3,-0.88,-1.28,-1.28,-1.28,-1.45,-0.88,-1.0,-1.28,-1.84,-1.45,-1.45,-1.84,-2.24,-1.3,-1.0,-1.0,-1.45,5
13,-1.84,-2.24,-1.84,-1.84,-2.27,-2.24,-1.84,-1.44,-1.44,-1.3,-1.0,-0.88,-1.28,-1.84,-2.24,-1.84,-2.27,-2.24,-1.84,-1.44,-1.44,-1.3,-0.88,-1.44,-1.3,-0.88,-1.44,-1.3,-1.0,-1.45,-2.24,-1.3,-0.88,-0.58,-1.45,-2.24,-2.27,-1.28,-1.44,-1.44,-1.0,-1.0,-0.58,-1.0,-0.88,-1.44,-2.27,-2.24,-2.27,-1.28,-1.28,-1.45,-1.0,-0.88,-1.44,-1.3,-1.45,-1.28,-1.44,-1.84,-1.84,-1.44,-1.44,-1.84,-1.3,-0.88,-1.28,-2.24,-1.44,-1.0,-0.58,-1.45,-1.28,-0.58,-1.45,-1.84,-2.24,-2.27,-2.24,-1.3,5
14,-1.44,-1.44,-1.44,-1.84,-2.27,-1.45,-1.3,-1.84,-1.3,-0.88,-1.0,-1.44,-1.44,-1.44,-1.3,-1.0,-0.88,-0.58,-1.0,-1.0,-1.3,-1.44,-1.44,-1.44,-1.28,-1.45,-1.0,-1.45,-1.45,-1.0,-1.3,-2.27,-1.45,-1.0,-1.45,-2.24,-1.84,-1.84,-1.84,-2.27,-1.45,-0.88,-1.28,-2.24,-2.27,-1.84,-1.84,-1.45,-0.88,-1.0,-1.28,-1.45,-1.0,-1.0,-1.45,-1.45,-0.88,-1.28,-1.28,-0.58,-0.88,-0.58,-1.0,-1.3,-1.84,-1.3,-1.0,-1.0,-1.45,-1.45,-1.45,-1.84,-1.45,-0.88,-1.44,-1.3,-1.3,-2.27,-1.45,-1.0,5
15,-1.28,-1.28,-0.58,-0.88,-1.44,-2.27,-2.24,-1.44,-1.0,-1.44,-1.44,-1.0,-1.28,-1.45,-1.0,-0.88,-0.58,-1.0,-1.0,-0.88,-1.0,-1.28,-2.24,-1.3,-1.0,-1.45,-1.45,-0.88,-0.58,-1.3,-1.84,-2.27,-1.28,-1.0,-1.28,-2.24,-1.3,-0.88,-1.0,-1.0,-0.58,-0.88,-1.0,-1.44,-2.27,-2.24,-2.27,-1.28,-0.58,-0.88,-1.28,-1.28,-1.28,-1.28,-1.44,-1.44,-1.44,-1.84,-2.27,-1.45,-1.3,-1.84,-1.3,-0.88,-1.0,-1.44,-1.44,-1.44,-1.3,-1.0,-0.88,-0.58,-1.0,-1.0,-1.3,-1.44,-1.44,-1.44,-1.28,-1.45,5
16,-1.0,-1.0,-1.3,-1.3,-1.0,-1.0,-1.0,-0.88,-0.58,-1.0,-0.88,-1.0,-0.58,-1.0,-0.88,-1.0,-1.0,-1.0,-0.58,-1.45,-1.45,-1.3,-2.27,-1.28,-1.44,-1.44,-1.0,-0.58,-1.0,-1.0,-1.45,-1.84,-1.45,-1.0,-1.0,-1.45,-2.24,-1.84,-1.44,-1.0,-0.58,-0.88,-0.58,-1.0,-1.45,-1.84,-1.28,-1.44,-1.84,-1.44,-1.28,-1.45,-0.88,-0.58,-1.45,-2.24,-2.27,-1.45,-1.3,-1.44,-0.58,-1.3,-1.44,-1.0,-1.28,-2.24,-1.84,-1.3,-1.45,-1.45,-1.0,-1.3,-2.27,-2.24,-1.84,-1.44,-0.58,-1.45,-1.45,-0.88,5
17,-1.28,-1.44,-2.27,-1.28,-1.44,-1.44,-1.0,-1.28,-1.84,-1.28,-1.0,-1.44,-2.27,-2.24,-1.3,-0.88,-1.28,-2.24,-1.3,-1.0,-1.0,-1.0,-1.3,-1.3,-0.88,-1.28,-1.45,-1.0,-1.3,-1.84,-1.84,-2.27,-2.24,-1.84,-1.3,-1.45,-1.84,-2.24,-1.84,-1.44,-0.58,-0.88,-1.28,-1.84,-2.24,-1.3,-1.3,-2.27,-2.24,-1.84,-1.84,-1.44,-1.0,-1.28,-1.45,-1.0,-1.3,-1.3,-1.45,-1.28,-1.0,-1.0,-1.0,-1.44,-1.44,-1.0,-0.58,-0.88,-1.28,-2.24,-2.27,-1.45,-0.88,-1.0,-1.44,-1.84,-2.27,-1.28,-1.28,-2.24,5
18,-2.27,-2.24,-1.84,-1.3,-1.0,-1.3,-2.27,-1.45,-1.45,-1.45,-1.0,-1.0,-0.88,-1.0,-1.44,-2.27,-1.45,-1.45,-1.84,-1.45,-1.3,-1.84,-1.44,-0.58,-1.45,-2.24,-1.84,-1.3,-1.0,-1.45,-1.28,-0.58,-1.0,-1.0,-1.0,-1.3,-2.27,-1.84,-2.24,-1.44,-0.58,-1.3,-1.3,-0.88,-1.44,-1.84,-1.44,-0.58,-0.88,-1.28,-2.24,-1.3,-1.0,-1.0,-1.45,-2.24,-2.27,-1.84,-1.28,-1.44,-1.3,-0.88,-1.0,-1.44,-1.84,-1.84,-1.3,-0.88,-1.44,-2.27,-1.84,-2.24,-1.44,-1.44,-2.27,-2.24,-1.44,-1.0,-1.0,-1.44,5
19,-1.0,-1.0,-0.88,-0.58,-1.45,-1.28,-1.0,-0.58,-0.88,-1.44,-1.84,-1.44,-1.44,-2.27,-2.24,-2.27,-1.28,-1.44,-1.84,-2.27,-1.28,-1.0,-1.28,-1.28,-1.0,-1.0,-1.44,-1.84,-1.3,-1.0,-1.45,-1.28,-1.0,-1.44,-2.27,-2.24,-2.27,-1.45,-1.3,-2.27,-1.45,-1.0,-0.88,-1.0,-1.0,-1.44,-1.44,-1.0,-1.44,-1.3,-1.45,-1.45,-1.0,-1.0,-1.0,-1.0,-0.88,-1.44,-1.3,-1.0,-1.45,-1.28,-0.58,-1.3,-1.3,-1.3,-1.3,-1.0,-1.0,-1.3,-2.27,-1.28,-1.44,-2.27,-1.84,-2.24,-2.27,-1.84,-1.84,-1.45,5
20,-1.45,-2.24,-2.27,-2.24,-1.44,-1.0,-0.58,-0.88,-1.0,-0.58,-1.0,-0.88,-1.28,-1.45,-1.3,-2.27,-2.24,-1.44,-1.28,-1.28,-1.44,-1.3,-0.88,-1.44,-2.27,-1.84,-1.45,-0.88,-1.0,-0.58,-1.45,-1.45,-1.45,-1.45,-1.0,-1.45,-1.45,-1.0,-1.0,-1.45,-1.28,-0.58,-0.88,-1.0,-1.0,-1.44,-1.44,-1.28,-2.24,-1.3,-1.0,-1.45,-1.84,-1.84,-1.45,-1.0,-0.88,-1.28,-1.84,-1.45,-1.0,-0.88,-1.28,-1.84,-1.84,-2.24,-1.84,-1.44,-1.44,-1.3,-1.0,-1.0,-0.88,-1.44,-1.84,-1.84,-2.27,-1.45,-0.88,-1.44,5
21,-1.28,-1.44,-1.3,-0.88,-1.28,-1.28,-0.58,-1.0,-1.3,-2.27,-2.24,-1.44,-1.0,-1.44,-1.3,-1.45,-1.84,-2.24,-1.3,-1.3,-1.44,-1.0,-1.44,-1.84,-1.44,-1.0,-1.0,-1.0,-1.28,-2.24,-1.84,-1.3,-1.45,-1.45,-1.45,-1.84,-2.24,-1.44,-1.0,-1.44,-2.27,-1.45,-1.3,-1.44,-1.44,-1.3,-1.3,-2.27,-1.28,-1.44,-1.44,-0.58,-1.45,-1.28,-1.28,-2.24,-1.44,-1.0,-1.44,-1.44,-1.44,-2.27,-1.84,-1.45,-0.88,-0.58,-0.88,-0.58,-0.88,-0.58,-1.45,-1.28,-1.44,-2.27,-1.28,-1.0,-1.28,-1.28,-1.0,-1.28,5
22,-1.0,-1.0,-1.0,-0.58,-0.88,-1.0,-1.28,-2.24,-2.27,-2.24,-1.3,-1.0,-1.45,-2.24,-1.44,-1.44,-1.3,-1.0,-0.88,-0.58,-1.0,-0.88,-1.28,-1.84,-2.24,-1.84,-1.84,-1.3,-1.0,-1.45,-1.45,-0.88,-1.0,-1.0,-1.28,-2.24,-1.84,-2.27,-1.84,-1.45,-1.0,-1.0,-1.3,-2.27,-1.84,-1.28,-1.44,-1.3,-0.88,-1.28,-1.28,-0.58,-1.0,-1.3,-2.27,-2.24,-1.44,-1.0,-1.44,-1.3,-1.45,-1.84,-2.24,-1.3,-1.3,-1.44,-1.0,-1.44,-1.84,-1.44,-1.0,-1.0,-1.0,-1.28,-2.24,-1.84,-1.3,-1.45,-1.45,-1.45,5
23,-1.84,-2.27,-2.24,-1.3,-1.0,-0.88,-1.44,-2.27,-2.24,-1.3,-1.0,-1.0,-1.3,-1.3,-1.0,-1.45,-1.28,-1.44,-2.27,-1.28,-1.0,-1.44,-2.27,-1.45,-1.3,-2.27,-2.24,-1.44,-0.58,-1.0,-1.0,-1.45,-1.28,-1.0,-1.0,-1.0,-1.0,-1.0,-1.28,-1.84,-1.28,-1.44,-2.27,-1.28,-1.0,-1.28,-1.45,-1.45,-2.24,-1.84,-1.44,-1.28,-1.45,-1.3,-1.3,-1.3,-1.44,-0.58,-1.0,-1.0,-1.45,-1.45,-1.3,-2.27,-1.45,-1.0,-1.0,-1.0,-1.45,-2.24,-2.27,-1.84,-2.24,-1.44,-0.58,-1.0,-1.3,-1.3,-1.45,-1.84,5
24,-2.27,-1.84,-2.24,-1.44,-1.0,-0.58,-1.45,-1.45,-1.45,-1.28,-1.28,-1.45,-1.0,-1.0,-1.3,-1.84,-2.27,-2.24,-1.84,-2.27,-2.24,-2.27,-2.24,-1.84,-1.44,-1.44,-1.84,-1.84,-1.3,-1.0,-1.45,-2.24,-1.3,-0.88,-0.58,-0.88,-1.0,-1.0,-1.28,-1.45,-1.45,-1.45,-1.3,-1.44,-0.58,-0.88,-1.28,-2.24,-1.84,-1.44,-1.28,-1.45,-1.0,-1.0,-0.88,-1.44,-1.3,-1.45,-1.28,-0.58,-0.88,-1.28,-1.28,-1.28,-1.84,-1.45,-1.3,-1.3,-1.0,-1.0,-0.88,-0.58,-1.45,-1.45,-1.3,-1.84,-1.3,-0.88,-0.58,-1.3,5
25,-0.58,-1.0,-1.0,-1.0,-1.0,-1.0,-0.88,-0.58,-0.88,-1.28,-1.28,-1.0,-1.44,-1.44,-0.58,-0.88,-1.44,-1.44,-1.44,-1.3,-0.88,-1.28,-1.84,-1.45,-1.3,-1.3,-0.88,-1.28,-1.45,-1.45,-1.45,-0.88,-1.28,-1.28,-0.58,-0.88,-1.28,-1.45,-0.88,-1.0,-1.0,-0.58,-1.3,-1.44,-1.0,-0.58,-0.88,-1.28,-2.24,-1.3,-0.88,-1.28,-2.24,-1.44,-1.0,-0.58,-1.0,-1.3,-1.44,-0.58,-1.0,-0.88,-1.0,-1.44,-2.27,-1.28,-1.0,-1.44,-2.27,-2.24,-1.3,-1.45,-2.24,-1.44,-1.28,-1.45,-0.88,-1.0,-1.28,-1.45,5
26,-1.0,-1.3,-1.3,-0.88,-1.0,-0.58,-0.88,-1.0,-1.28,-1.84,-1.28,-1.44,-1.84,-1.84,-1.3,-1.0,-0.88,-0.58,-1.45,-1.28,-1.28,-2.24,-1.84,-1.3,-1.0,-1.0,-0.88,-1.0,-1.0,-1.44,-1.44,-0.58,-1.0,-1.3,-1.44,-0.58,-1.0,-0.88,-0.58,-0.88,-1.0,-1.0,-0.58,-1.0,-1.45,-1.28,-1.44,-2.27,-1.28,-1.28,-1.45,-1.0,-0.88,-0.58,-1.45,-1.45,-0.88,-1.28,-1.28,-0.58,-1.0,-1.45,-1.84,-1.28,-1.0,-1.0,-1.28,-1.45,-1.3,-1.84,-1.3,-1.3,-1.44,-1.28,-1.28,-1.0,-1.28,-2.24,-1.84,-1.44,5
27,-2.24,-2.27,-1.45,-1.3,-1.84,-1.84,-2.27,-1.45,-0.88,-1.28,-1.84,-2.24,-2.27,-2.24,-1.44,-1.44,-1.84,-1.44,-1.28,-2.24,-1.84,-2.27,-1.45,-0.88,-1.44,-1.3,-1.0,-1.45,-1.28,-0.58,-0.88,-0.58,-1.0,-1.0,-1.3,-1.3,-1.45,-2.24,-1.3,-0.88,-1.28,-2.24,-2.27,-1.84,-1.45,-1.3,-1.3,-1.0,-1.3,-1.84,-2.27,-1.45,-1.0,-0.88,-1.28,-1.45,-1.3,-2.27,-1.28,-1.44,-1.84,-2.27,-1.28,-1.44,-1.3,-1.0,-1.0,-1.3,-1.3,-1.3,-2.27,-1.28,-1.44,-1.84,-1.84,-2.27,-1.45,-1.0,-0.88,-1.28,5
28,-1.3,-1.3,-1.3,-1.0,-0.88,-1.0,-1.0,-0.58,-1.0,-1.45,-2.24,-1.3,-0.88,-1.44,-1.44,-1.44,-1.44,-1.0,-0.58,-1.45,-1.28,-1.44,-1.84,-2.27,-2.24,-2.27,-1.28,-0.58,-1.0,-1.0,-1.45,-1.84,-1.28,-1.0,-0.58,-1.3,-1.44,-1.28,-1.84,-2.24,-1.44,-1.0,-1.44,-1.84,-1.44,-1.44,-2.27,-1.45,-0.88,-1.0,-1.28,-1.84,-2.24,-1.3,-0.88,-1.28,-2.24,-2.27,-2.24,-1.3,-0.88,-1.44,-2.27,-1.28,-1.44,-1.3,-1.3,-2.27,-1.28,-1.44,-2.27,-1.28,-1.44,-1.84,-2.27,-1.45,-1.45,-2.24,-2.27,-2.24,5
29,-0.88,-1.28,-1.28,-1.28,-1.45,-1.3,-1.44,-1.28,-1.84,-1.45,-1.3,-1.84,-2.27,-2.24,-1.84,-2.27,-1.45,-1.3,-1.44,-1.44,-2.27,-1.28,-1.44,-1.3,-1.45,-1.84,-1.28,-0.58,-1.45,-1.28,-1.44,-1.3,-0.88,-1.28,-1.84,-1.28,-1.0,-0.58,-1.45,-1.84,-1.28,-1.44,-1.84,-1.44,-1.0,-1.0,-1.0,-1.0,-0.58,-1.3,-2.27,-1.45,-1.45,-1.45,-1.3,-1.3,-0.88,-1.0,-1.0,-0.58,-1.0,-0.88,-1.0,-0.58,-0.88,-1.0,-1.0,-0.58,-1.0,-1.3,-2.27,-1.45,-1.45,-1.28,-1.0,-1.44,-1.3,-0.88,-0.58,-1.0,5
30,-1.28,-1.84,-1.28,-0.58,-0.88,-0.58,-1.3,-2.27,-1.45,-0.88,-1.0,-1.28,-1.45,-1.45,-2.24,-1.3,-1.3,-1.84,-1.3,-0.88,-1.0,-0.58,-0.88,-1.28,-2.24,-2.27,-1.28,-0.58,-1.0,-1.0,-1.45,-1.28,-0.58,-0.88,-1.44,-2.27,-2.24,-1.84,-1.3,-1.45,-1.28,-1.0,-1.44,-1.84,-1.3,-1.0,-1.0,-0.88,-1.0,-1.0,-1.28,-1.84,-2.24,-1.44,-1.28,-1.45,-1.3,-1.44,-1.0,-0.58,-1.3,-1.84,-1.84,-1.44,-0.58,-1.0,-0.88,-1.44,-1.3,-0.88,-1.44,-1.3,-1.3,-1.3,-1.3,-1.44,-0.58,-1.3,-1.3,-1.0,5
31,-0.88,-1.0,-1.28,-1.28,-1.44,-1.3,-1.0,-1.0,-1.3,-1.44,-1.0,-0.58,-1.0,-1.0,-1.3,-1.84,-1.84,-2.27,-2.24,-2.27,-1.45,-0.88,-1.44,-1.3,-1.0,-0.88,-1.44,-1.3,-1.0,-1.45,-1.28,-1.0,-0.58,-0.88,-1.44,-1.84,-2.27,-2.24,-2.27,-1.28,-1.0,-1.28,-1.45,-0.88,-0.58,-1.45,-2.24,-1.84,-1.84,-1.44,-1.28,-1.45,-1.0,-0.88,-1.28,-1.45,-0.88,-1.0,-0.58,-1.3,-1.3,-1.0,-1.45,-1.45,-1.3,-1.3,-0.88,-1.0,-1.44,-1.3,-1.0,-1.45,-2.24,-1.44,-1.44,-1.3,-0.88,-0.58,-1.45,-1.84,5
32,-1.45,-2.24,-1.84,-1.44,-1.44,-1.3,-1.0,-0.88,-1.28,-1.45,-0.88,-1.44,-1.44,-1.44,-1.3,-1.3,-1.84,-1.3,-0.88,-1.0,-1.0,-0.58,-0.88,-1.0,-1.44,-2.27,-1.84,-2.24,-1.84,-1.3,-1.0,-1.45,-1.84,-2.24,-1.84,-1.44,-0.58,-1.45,-1.28,-1.44,-1.3,-1.45,-1.28,-1.0,-0.58,-1.45,-1.45,-0.88,-1.0,-0.58,-1.0,-1.45,-1.84,-1.45,-1.0,-1.45,-1.45,-1.0,-1.3,-1.84,-2.27,-1.28,-1.0,-1.44,-1.44,-0.58,-0.88,-1.28,-2.24,-2.27,-1.28,-1.44,-1.3,-0.88,-0.58,-1.45,-1.84,-1.28,-1.44,-1.44,5
